차파,72,154
나라,88,179
다자,59,175
마타,62,167
바가,75,191
차카,54,173
파마,75,145
타나,40,176
자아,52,143
다라,63,175
파하,84,151
차아,71,162
바자,81,148
가아,50,194
파다,43,175
가가,51,153
다라,82,177
라나,49,178
파하,96,150
사자,62,147
나파,88,172
다나,74,167
다파,97,198
사타,73,178
타사,95,140
파다,52,153
파사,62,143
파차,58,189
다하,51,172
하아,62,183
파타,74,175
마타,50,163
하아,68,176
자파,48,147
카라,61,191
가하,44,198
하차,69,189
차타,83,158
사나,85,195
하차,99,166
가파,93,180
나파,77,179
나타,44,195
타나,71,196
카사,51,154
파아,61,194
파하,41,149
아타,97,181
차나,49,140
마타,79,151
카다,96,195
마차,83,153
바라,95,145
타나,53,186
다사,99,186
차마,42,190
가자,58,184
라나,47,184
파라,67,189
타카,84,144
하파,48,144
차카,86,143
아아,89,172
바차,96,152
라카,63,164
자가,81,192
아차,47,164
자자,40,192
가나,53,178
파라,61,195
마사,68,153
가바,53,155
타하,59,147
마아,83,196
아바,80,199
하다,89,145
바타,93,154
아가,49,153
나하,43,195
타카,46,149
아나,62,157
나타,96,144
라타,59,189
하타,83,182
라하,93,190
나나,90,194
차타,65,155
나차,78,169
마마,42,151
카라,55,147
바타,95,181
가타,66,155
자라,83,156
가라,65,152
파타,94,140
아사,52,194
타바,71,180
타차,42,155
파가,98,185
자나,66,143
나나,80,196
다나,44,170
나하,89,171
가마,72,147
카다,41,155
파바,48,170
아차,67,153
다나,43,141
마아,91,189
나타,57,140
마차,47,160
라파,54,191
하자,65,186
자사,44,198
차타,45,186
바가,98,188
사나,82,151
하하,95,164
하다,41,144
타다,87,187
자차,50,157
사하,84,168
하나,65,173
나사,75,196
파차,43,173
타바,43,157
바라,45,151
사마,94,143
타바,88,190
타자,90,146
타자,78,148
나마,98,175
하자,78,180
라파,93,175
아사,57,160
하차,67,170
하파,96,173
다나,71,188
차카,40,146
마카,87,155
다다,40,186
카가,48,183
자하,42,165
가가,97,141
바가,48,191
자나,66,184
가자,43,156
가바,87,150
마타,65,179
하가,77,186
차마,57,188
파나,79,152
라마,73,155
마타,57,160
사자,78,180
사다,40,191
하바,50,141
차파,43,199
하사,94,157
가라,68,161
나하,52,186
자마,78,175
하자,90,179
마파,76,155
파바,52,167
파자,48,194
가바,60,145
하마,50,152
사사,83,143
다차,70,165
하하,92,160
다가,53,187
아다,83,149
바다,92,172
파바,64,152
가타,45,161
바마,62,166
사차,42,172
가바,43,194
하카,86,188
아자,47,174
파자,60,158
마라,72,147
라자,76,166
자마,93,172
바사,87,193
라타,58,168
다타,48,183
사카,67,147
차라,92,174
가파,78,156
카나,73,176
사라,99,183
타차,92,181
타파,86,155
자하,52,179
하차,54,199
바타,84,185
파카,85,142
카파,57,175
사나,40,199
타아,42,144
다가,91,179
아다,53,192
사바,78,189
자파,73,198
다카,57,150
라라,60,144
마자,52,143
차나,62,193
나하,87,179
하자,48,177
바자,40,195
카카,75,199
라카,86,194
자다,99,151
자마,63,185
차다,54,194
차아,62,196
아가,44,179
자가,47,170
자하,89,163
사다,60,152
자아,75,140
사가,83,187
카사,72,178
아아,45,148
바나,44,192
파아,63,162
카타,71,175
자카,64,190
자사,72,169
타가,85,194
가나,70,169
카차,90,181
차사,57,161
하다,53,158
바다,43,160
차나,70,179
바차,96,146
하사,43,146
마나,80,179
자파,79,183
하라,73,156
가라,49,186
자다,84,194
파타,46,153
카카,48,194
라자,86,193
바파,48,168
하카,50,180
하파,79,197
하가,56,163
다마,94,155
파나,44,185
카마,45,167
사마,66,147
자사,94,153
아다,45,140
바나,76,193
차라,72,151
나타,86,143
다타,91,155
나다,84,194
자바,56,162
사아,41,189
파카,96,146
바자,46,188
마하,62,197
타자,63,159
타카,63,187
파나,94,151
카나,87,142
파차,59,149
다아,80,168
마타,82,188
사나,52,161
마마,96,172
자사,52,154
사파,71,169
바하,88,158
자카,81,193
타사,57,189
마사,73,163
나자,96,152
자아,79,162
자사,96,155
아바,59,142
다바,81,180
아가,64,145
다자,43,174
가나,57,145
차파,83,170
타마,89,156
차카,69,178
아가,79,157
가자,90,156
마파,50,194
라마,82,168
라바,57,189
다아,88,166
사아,62,177
나나,79,140
다사,92,195
바가,79,179
가나,74,142
사가,41,190
가아,78,197
자라,80,184
다아,78,151
카파,83,197
자파,97,194
사타,65,196
마차,48,187
다라,87,188
마자,57,145
마라,95,187
차마,93,186
바라,43,141
차바,55,145
자차,79,186
가가,52,145
마차,53,199
자자,64,171
차바,52,187
카카,87,165
차타,98,156
마파,68,146
다아,45,186
카하,54,144
하나,95,153
사사,45,154
차사,59,145
라라,93,182
아아,65,180
마다,71,166
차나,85,148
타타,99,199
자바,96,145
나나,93,189
마파,44,143
마다,92,144
나마,45,188
바아,87,189
마바,79,145
라카,62,170
가다,75,157
라타,70,143
가타,47,159
아차,71,183
나라,55,162
카아,80,174
파사,61,140
사아,81,182
타바,50,161
다차,76,174
나자,70,180
차파,83,166
마타,88,157
가바,62,184
다바,65,196
사파,71,196
차카,92,198
아마,94,182
다자,73,187
하아,54,199
차마,94,157
가나,47,167
아차,65,145
나카,70,191
파차,69,184
가카,65,195
하다,42,167
바바,44,153
가나,92,193
아하,93,164
차타,59,172
아가,55,186
가다,52,177
마카,55,147
가하,95,194
나차,87,163
차마,43,179
카라,60,149
하마,85,140
나타,66,154
타카,77,174
바파,73,186
가자,72,150
가나,40,182
나파,73,190
가가,76,157
아하,89,169
라사,44,187
마카,56,148
타사,79,168
파라,64,177
타파,85,191
다바,91,150
자자,78,177
다파,63,141
나카,66,141
아라,83,162
하나,76,143
자아,62,145
마라,71,172
차나,93,159
카라,61,192
카자,80,172
나바,40,155
아다,80,169
아하,44,172
카바,80,147
라아,79,190
마바,58,181
파라,75,178
자타,51,150
나라,83,177
가사,78,148
자마,58,141
사하,69,155
바라,95,163
라아,45,161
바하,45,142
하바,72,148
마마,97,192
타타,50,172
가카,81,150
가가,50,163
아바,80,147
파하,43,182
가파,44,178
타다,72,184
사사,45,140
아가,48,181
차다,79,197
라차,72,196
타사,71,146
다타,84,160
나파,60,157
파하,88,144
다하,41,194
가다,41,187
바자,66,175
가라,99,182
마차,90,194
타바,79,185
사사,46,158
아아,86,145
나아,71,184
가하,96,194
바하,97,154
카아,81,160
가파,68,190
하타,56,182
차다,95,169
차바,41,198
사마,62,147
차마,96,154
차바,44,148
다가,62,195
하가,55,181
다가,98,178
나카,50,146
가타,70,146
파타,67,176
다하,82,198
바자,94,150
차파,80,183
다자,87,159
사차,91,146
하마,56,147
나마,92,147
카다,47,189
파바,78,176
라하,92,148
나파,87,176
자아,73,177
사타,46,142
타하,78,197
자나,89,157
파하,57,145
나라,47,173
아차,87,166
타하,99,165
파타,46,193
다바,75,159
사라,48,154
가타,78,179
하다,88,187
바파,49,190
차나,82,187
마다,46,168
타사,57,189
마라,54,147
차나,73,142
마차,64,157
바하,87,172
나파,67,199
차차,72,147
바바,69,149
다파,65,175
하파,79,180
하파,58,186
사차,97,157
하사,56,195
마라,81,190
차사,45,178
차자,72,185
파아,49,146
다아,97,194
라가,89,171
하타,69,196
카타,77,181
아파,91,173
라아,98,143
하자,94,177
파하,56,152
하타,99,143
자사,59,141
차카,57,184
자사,49,170
파다,96,174
바라,55,163
아카,41,192
자바,48,172
타아,72,192
하차,81,148
타다,84,145
나사,89,189
라바,49,170
다자,57,188
차가,51,151
카아,60,173
자사,43,185
사카,52,162
차파,73,147
차아,87,149
가아,76,192
카타,92,158
바파,73,169
타라,45,154
차아,87,163
하마,66,167
바타,65,174
카라,57,170
나가,61,192
사타,89,155
마차,80,143
차자,71,188
차나,89,158
가다,83,186
파아,59,199
마자,75,160
아나,74,193
나바,46,163
타라,41,196
아다,47,184
파자,80,143
마타,76,187
차파,78,176
라라,97,164
하사,47,171
바하,82,151
하바,98,155
차마,75,193
자파,84,153
타파,77,159
라다,59,196
다파,55,190
자하,69,190
마자,97,167
자가,85,193
카다,40,180
자나,68,195
아차,66,148
하다,98,145
마카,47,192
마파,59,194
타차,75,196
차가,94,183
차마,51,193
마마,80,194
파라,89,162
사사,55,179
자파,45,158
자다,64,168
다아,77,187
라자,89,141
파차,61,175
하라,89,141
아다,56,176
아차,85,181
가가,85,154
파차,69,141
자차,47,187
마라,42,171
하바,52,189
바차,94,182
다차,68,161
사다,40,193
자자,51,198
자나,81,146
다카,98,159
나하,68,198
하마,86,160
차차,84,199
나차,79,149
하아,69,153
라사,81,161
